,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,Distances,SASA,Change in SASA,MSA_depth_peptidase,MSA_depth_inhibitors
papain_and_M36_382_4,papain,M36_382,0.208,2089,0.379,0.915,0.486,91.31,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,3.3692825,0.0,0.0,47245,19
papain_and_M36_382_5,papain,M36_382,0.226,2434,0.457,0.919,0.549,92.706,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.338508,0.0,0.0,47245,19
papain_and_M36_409_1,papain,M36_409,0.372,4249,0.625,0.932,0.687,94.4,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.266876,0.0,0.0,47245,8
papain_and_M36_409_2,papain,M36_409,0.25,3045,0.478,0.917,0.566,92.153,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.7982454,0.0,0.0,47245,8
papain_and_M36_409_3,papain,M36_409,0.242,2037,0.386,0.911,0.491,91.592,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.531782,0.0,0.0,47245,8
papain_and_M36_409_4,papain,M36_409,0.271,2936,0.488,0.919,0.574,92.799,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.2223287,0.0,0.0,47245,8
papain_and_M36_409_5,papain,M36_409,0.22,2139,0.394,0.911,0.497,91.241,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.633254,0.0,0.0,47245,8
papain_and_S8B_512_1,papain,S8B_512,0.235,2084,0.398,0.919,0.502,91.916,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4.5889907,0.0,0.0,47245,7
papain_and_S8B_512_2,papain,S8B_512,0.255,2741,0.461,0.921,0.553,92.229,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.2386246,0.0,0.0,47245,7
papain_and_S8B_512_3,papain,S8B_512,0.272,2306,0.459,0.921,0.552,93.054,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.1020656,0.4814370944058584,3.1677661166328357,47245,7
papain_and_S8B_512_4,papain,S8B_512,0.243,1956,0.389,0.917,0.495,91.832,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,3.9674394,0.0,0.0,47245,7
papain_and_S8B_512_5,papain,S8B_512,0.316,3263,0.584,0.929,0.653,94.249,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.3855433,0.0,0.0,47245,7
papain_and_S8B_1097_1,papain,S8B_1097,0.146,2359,0.36,0.908,0.47,90.551,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.807525,0.12068057907081126,0.7940556591052195,47245,31
papain_and_S8B_1097_2,papain,S8B_1097,0.187,2469,0.37,0.908,0.478,91.235,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.493502,0.254856485177715,1.6769080482807934,47245,31
papain_and_S8B_1097_3,papain,S8B_1097,0.221,2805,0.41,0.911,0.511,91.642,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.9012766,0.0,0.0,47245,31
papain_and_S8B_1097_4,papain,S8B_1097,0.216,2931,0.419,0.912,0.518,91.422,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.9292917,0.0,0.0,47245,31
papain_and_S8B_1097_5,papain,S8B_1097,0.201,2808,0.411,0.911,0.511,91.32,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.279019,0.0,0.0,47245,31
papain_and_M36_240_1,papain,M36_240,0.517,4181,0.736,0.944,0.778,96.123,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.9533873,0.0,0.0,47245,8
papain_and_M36_240_2,papain,M36_240,0.344,2895,0.559,0.929,0.633,95.158,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.0572596,0.0,0.0,47245,8
papain_and_M36_240_3,papain,M36_240,0.299,2255,0.48,0.924,0.569,94.259,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.50159,0.0,0.0,47245,8
papain_and_M36_240_4,papain,M36_240,0.417,3733,0.661,0.936,0.716,95.791,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.1828136,0.0,0.0,47245,8
papain_and_M36_240_5,papain,M36_240,0.428,3834,0.675,0.937,0.727,95.506,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.925227,0.0,0.0,47245,8
papain_and_aspartic_peptide_inhibitor_4_1,papain,aspartic_peptide_inhibitor_4,0.222,1806,0.476,0.926,0.566,94.441,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.997835,0.0,0.0,47245,8
papain_and_aspartic_peptide_inhibitor_4_2,papain,aspartic_peptide_inhibitor_4,0.25,2473,0.495,0.929,0.582,93.572,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.2470746,0.0,0.0,47245,8
papain_and_aspartic_peptide_inhibitor_4_3,papain,aspartic_peptide_inhibitor_4,0.203,2263,0.463,0.926,0.555,93.409,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.3939967,0.07470951935967068,0.4915746766658157,47245,8
papain_and_aspartic_peptide_inhibitor_4_4,papain,aspartic_peptide_inhibitor_4,0.334,3044,0.637,0.936,0.697,95.774,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.942431,0.0,0.0,47245,8
papain_and_aspartic_peptide_inhibitor_4_5,papain,aspartic_peptide_inhibitor_4,0.306,2590,0.588,0.933,0.657,95.211,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.968782,0.0,0.0,47245,8
papain_and_Trypsin_735_1,papain,Trypsin_735,0.345,3743,0.59,0.929,0.658,93.975,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.1201572,0.0,0.0,47245,6
papain_and_Trypsin_735_2,papain,Trypsin_735,0.231,2122,0.372,0.91,0.48,90.97,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,2.0979238,0.0,0.0,47245,6
papain_and_Trypsin_735_3,papain,Trypsin_735,0.461,4802,0.738,0.937,0.778,95.277,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.095064,0.0,0.0,47245,6
papain_and_Trypsin_735_4,papain,Trypsin_735,0.264,2147,0.413,0.913,0.513,91.993,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.0504766,0.0,0.0,47245,6
papain_and_Trypsin_735_5,papain,Trypsin_735,0.239,2181,0.397,0.912,0.5,91.496,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.5747576,0.0,0.0,47245,6
papain_and_aspartic_peptide_inhibitor_6_1,papain,aspartic_peptide_inhibitor_6,0.682,3248,0.944,0.957,0.947,98.308,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.814843,0.0,0.0,47245,2
papain_and_aspartic_peptide_inhibitor_6_2,papain,aspartic_peptide_inhibitor_6,0.547,3020,0.877,0.952,0.892,97.763,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.760077,0.0,0.0,47245,2
papain_and_aspartic_peptide_inhibitor_6_3,papain,aspartic_peptide_inhibitor_6,0.659,3213,0.938,0.955,0.941,98.164,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.928769,0.0,0.0,47245,2
papain_and_aspartic_peptide_inhibitor_6_4,papain,aspartic_peptide_inhibitor_6,0.701,3247,0.948,0.955,0.949,98.307,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.920183,0.0,0.0,47245,2
papain_and_aspartic_peptide_inhibitor_6_5,papain,aspartic_peptide_inhibitor_6,0.22,1721,0.48,0.935,0.571,94.771,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.1518064,0.0,0.0,47245,2
papain_and_Pepsin_1703_1,papain,Pepsin_1703,0.215,1977,0.384,0.91,0.489,91.077,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.9474626,0.0,0.0,47245,8
papain_and_Pepsin_1703_2,papain,Pepsin_1703,0.223,1922,0.354,0.907,0.464,90.672,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.052338,0.0,0.0,47245,8
papain_and_Pepsin_1703_3,papain,Pepsin_1703,0.279,2320,0.441,0.913,0.535,92.737,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.599166,0.0,0.0,47245,8
papain_and_Pepsin_1703_4,papain,Pepsin_1703,0.284,2804,0.454,0.916,0.546,92.742,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.118818,0.0,0.0,47245,8
papain_and_Pepsin_1703_5,papain,Pepsin_1703,0.224,1887,0.341,0.905,0.454,91.25,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.8652635,0.0,0.0,47245,8
papain_and_S8B_1071_1,papain,S8B_1071,0.313,3218,0.572,0.931,0.643,93.899,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.258486,0.0,0.0,47245,4
papain_and_S8B_1071_2,papain,S8B_1071,0.234,1745,0.381,0.914,0.488,92.557,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.074965,0.0,0.0,47245,4
papain_and_S8B_1071_3,papain,S8B_1071,0.295,2721,0.514,0.924,0.596,94.013,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.5982184,0.0,0.0,47245,4
papain_and_S8B_1071_4,papain,S8B_1071,0.248,2095,0.434,0.918,0.53,93.246,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.4761467,0.0,0.0,47245,4
papain_and_S8B_1071_5,papain,S8B_1071,0.4,3779,0.63,0.931,0.691,94.353,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.307445,0.0,0.0,47245,4
papain_and_saccharopepsin_inh_1,papain,saccharopepsin_inh,0.074,1355,0.23,0.777,0.34,79.405,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.995209,0.0,0.0,47245,42
papain_and_saccharopepsin_inh_2,papain,saccharopepsin_inh,0.116,1605,0.225,0.773,0.335,79.601,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.2241645,0.0,0.0,47245,42
papain_and_saccharopepsin_inh_3,papain,saccharopepsin_inh,0.229,3940,0.334,0.795,0.426,81.943,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.535249,0.0,0.0,47245,42
papain_and_saccharopepsin_inh_4,papain,saccharopepsin_inh,0.22,6766,0.355,0.809,0.446,81.499,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.6976695,0.0,0.0,47245,42
papain_and_saccharopepsin_inh_5,papain,saccharopepsin_inh,0.202,5409,0.379,0.798,0.463,80.035,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.778245,0.0,0.0,47245,42
papain_and_Thermolysin_2311_1,papain,Thermolysin_2311,0.074,2105,0.331,0.907,0.446,91.081,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.5222487,0.0,0.0,47245,88
papain_and_Thermolysin_2311_2,papain,Thermolysin_2311,0.221,2044,0.36,0.908,0.469,92.105,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.312109,0.0,0.0,47245,88
papain_and_Thermolysin_2311_3,papain,Thermolysin_2311,0.139,2940,0.378,0.908,0.484,91.575,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.5324273,0.003774025080923261,0.02483237979288894,47245,88
papain_and_Thermolysin_2311_4,papain,Thermolysin_2311,0.232,1298,0.315,0.904,0.433,91.607,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.874551,0.0,0.0,47245,88
papain_and_Thermolysin_2311_5,papain,Thermolysin_2311,0.412,3236,0.633,0.92,0.69,94.408,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.170706,0.0,0.0,47245,88
papain_and_pepstatin_a_1,papain,pepstatin_a,0.284,1543,0.542,0.942,0.622,95.595,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.7126284,0.0,0.0,47245,1
papain_and_pepstatin_a_2,papain,pepstatin_a,0.28,1578,0.537,0.941,0.618,95.707,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.3729534,0.0,0.0,47245,1
papain_and_pepstatin_a_3,papain,pepstatin_a,0.306,1513,0.578,0.941,0.651,95.965,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.8931146,0.0,0.0,47245,1
papain_and_pepstatin_a_4,papain,pepstatin_a,0.276,1537,0.533,0.941,0.614,95.368,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.882632,3.606309933894844,23.728845465816846,47245,1
papain_and_pepstatin_a_5,papain,pepstatin_a,0.292,1378,0.525,0.939,0.608,95.067,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.978217,1.044968971591549,6.875700563176397,47245,1
papain_and_S8B_2253_1,papain,S8B_2253,0.206,1796,0.333,0.907,0.448,90.985,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.76666,0.0,0.0,47245,20
papain_and_S8B_2253_2,papain,S8B_2253,0.249,2464,0.398,0.911,0.5,91.303,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.3652225,0.0,0.0,47245,20
papain_and_S8B_2253_3,papain,S8B_2253,0.261,2768,0.451,0.914,0.544,92.204,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.9069843,0.0,0.0,47245,20
papain_and_S8B_2253_4,papain,S8B_2253,0.235,2418,0.411,0.911,0.511,92.06,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.9253254,0.0,0.0,47245,20
papain_and_S8B_2253_5,papain,S8B_2253,0.194,1891,0.337,0.905,0.451,90.485,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.7538285,0.0,0.0,47245,20
papain_and_Trypsin_1567_1,papain,Trypsin_1567,0.37,3509,0.649,0.921,0.703,94.137,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.0965385,0.0,0.0,47245,574
papain_and_Trypsin_1567_2,papain,Trypsin_1567,0.284,3049,0.454,0.916,0.547,93.74,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.224858,0.0,0.0,47245,574
papain_and_Trypsin_1567_3,papain,Trypsin_1567,0.335,3103,0.604,0.918,0.667,94.353,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.118322,0.0,0.0,47245,574
papain_and_Trypsin_1567_4,papain,Trypsin_1567,0.224,2960,0.445,0.914,0.539,92.691,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.889876,0.0,0.0,47245,574
papain_and_Trypsin_1567_5,papain,Trypsin_1567,0.346,2934,0.637,0.916,0.693,93.844,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.1028304,0.0,0.0,47245,574
papain_and_Pepsin_1710_1,papain,Pepsin_1710,0.597,5623,0.858,0.945,0.875,96.157,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.8825665,0.0,0.0,47245,5
papain_and_Pepsin_1710_2,papain,Pepsin_1710,0.202,2241,0.36,0.907,0.47,90.775,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.2817187,0.0,0.0,47245,5
papain_and_Pepsin_1710_3,papain,Pepsin_1710,0.247,2163,0.384,0.909,0.489,91.667,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.8932548,0.0,0.0,47245,5
papain_and_Pepsin_1710_4,papain,Pepsin_1710,0.315,3674,0.565,0.924,0.637,93.624,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.3822174,0.0,0.0,47245,5
papain_and_Pepsin_1710_5,papain,Pepsin_1710,0.28,2920,0.475,0.916,0.563,92.238,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.0858603,0.0,0.0,47245,5
papain_and_S8B_1726_1,papain,S8B_1726,0.354,4486,0.565,0.925,0.637,92.634,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.0553956,0.0,0.0,47245,489
papain_and_S8B_1726_2,papain,S8B_1726,0.258,2489,0.389,0.908,0.493,91.974,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.7267704,0.0,0.0,47245,489
papain_and_S8B_1726_3,papain,S8B_1726,0.319,3305,0.5,0.915,0.583,93.049,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.9900923,0.0,0.0,47245,489
papain_and_S8B_1726_4,papain,S8B_1726,0.255,2445,0.402,0.908,0.503,91.73,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,4.4842424,0.0,0.0,47245,489
papain_and_S8B_1726_5,papain,S8B_1726,0.265,2306,0.381,0.904,0.485,90.938,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.4599395,0.0,0.0,47245,489
papain_and_Thermolysin_1_1,papain,Thermolysin_1,0.261,3283,0.479,0.918,0.566,92.048,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4.8016706,0.0,0.0,47245,8
papain_and_Thermolysin_1_2,papain,Thermolysin_1,0.193,2565,0.39,0.909,0.494,91.21,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.464252,0.0,0.0,47245,8
papain_and_Thermolysin_1_3,papain,Thermolysin_1,0.263,3106,0.463,0.916,0.553,91.473,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.124569,0.0,0.0,47245,8
papain_and_Thermolysin_1_4,papain,Thermolysin_1,0.194,2816,0.402,0.91,0.504,90.688,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.5460773,0.0,0.0,47245,8
papain_and_Thermolysin_1_5,papain,Thermolysin_1,0.305,3745,0.536,0.922,0.613,92.521,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.208701,0.0,0.0,47245,8
papain_and_Trypsin_4901_1,papain,Trypsin_4901,0.479,4667,0.746,0.938,0.784,95.276,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.3527966,0.0,0.0,47245,3
papain_and_Trypsin_4901_2,papain,Trypsin_4901,0.295,2837,0.501,0.922,0.585,93.442,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.9713964,0.8586844434341299,5.6499831782743115,47245,3
papain_and_Trypsin_4901_3,papain,Trypsin_4901,0.303,3077,0.525,0.924,0.605,93.534,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.4076395,0.0,0.0,47245,3
papain_and_Trypsin_4901_4,papain,Trypsin_4901,0.302,3474,0.55,0.925,0.625,93.451,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.1130643,0.5377174095202839,3.5380800731693896,47245,3
papain_and_Trypsin_4901_5,papain,Trypsin_4901,0.33,3956,0.606,0.93,0.671,94.06,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.2935653,0.0,0.0,47245,3
papain_and_S8B_1664_1,papain,S8B_1664,0.34,3925,0.552,0.924,0.626,93.422,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.3738837,0.0,0.0,47245,13
papain_and_S8B_1664_2,papain,S8B_1664,0.372,3924,0.559,0.923,0.632,93.271,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.3361816,0.0,0.0,47245,13
papain_and_S8B_1664_3,papain,S8B_1664,0.619,5386,0.855,0.936,0.871,95.625,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.292965,0.0,0.0,47245,13
papain_and_S8B_1664_4,papain,S8B_1664,0.454,4596,0.625,0.928,0.685,94.344,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.540313,0.0,0.0,47245,13
papain_and_S8B_1664_5,papain,S8B_1664,0.256,2349,0.388,0.907,0.492,90.919,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.495316,0.0,0.0,47245,13
papain_and_Thermolysin_358_1,papain,Thermolysin_358,0.184,1721,0.377,0.921,0.486,92.249,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.25599,0.0,0.0,47245,3
papain_and_Thermolysin_358_2,papain,Thermolysin_358,0.196,1931,0.389,0.92,0.495,92.162,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,3.794011,0.0,0.0,47245,3
papain_and_Thermolysin_358_3,papain,Thermolysin_358,0.206,2169,0.42,0.922,0.521,92.427,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,4.843793,0.0,0.0,47245,3
papain_and_Thermolysin_358_4,papain,Thermolysin_358,0.336,3359,0.651,0.936,0.708,95.522,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.348392,0.0,0.0,47245,3
papain_and_Thermolysin_358_5,papain,Thermolysin_358,0.251,2224,0.468,0.924,0.559,93.0,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,4.525933,0.0,0.0,47245,3
papain_and_Trypsin_4265_1,papain,Trypsin_4265,0.214,2110,0.36,0.909,0.47,90.668,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4.3949213,0.0,0.0,47245,328
papain_and_Trypsin_4265_2,papain,Trypsin_4265,0.222,2315,0.389,0.911,0.493,91.527,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,3.5385678,0.0,0.0,47245,328
papain_and_Trypsin_4265_3,papain,Trypsin_4265,0.301,3197,0.487,0.919,0.574,92.288,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.053273,0.0,0.0,47245,328
papain_and_Trypsin_4265_4,papain,Trypsin_4265,0.18,2325,0.345,0.906,0.457,90.236,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,3.560903,0.0,0.0,47245,328
papain_and_Trypsin_4265_5,papain,Trypsin_4265,0.226,2605,0.403,0.911,0.505,90.992,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,3.1197703,0.0,0.0,47245,328
papain_and_M36_363_1,papain,M36_363,0.271,2625,0.548,0.933,0.625,94.402,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,5.6013165,0.0,0.0,47245,10
papain_and_M36_363_2,papain,M36_363,0.427,3975,0.755,0.942,0.792,96.268,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.7762976,0.0,0.0,47245,10
papain_and_M36_363_3,papain,M36_363,0.28,2605,0.559,0.933,0.633,94.315,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.09392,0.0,0.0,47245,10
papain_and_M36_363_4,papain,M36_363,0.327,2774,0.597,0.934,0.665,94.838,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,5.39961,0.0,0.0,47245,10
papain_and_M36_363_5,papain,M36_363,0.379,3179,0.658,0.939,0.714,95.004,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.435342,0.0,0.0,47245,10
papain_and_S8B_3165_1,papain,S8B_3165,0.15,2188,0.348,0.906,0.459,90.217,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,2.5041518,0.2736114923000555,1.8003124904596361,47245,33
papain_and_S8B_3165_2,papain,S8B_3165,0.169,2397,0.352,0.906,0.462,90.65,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,4.496003,0.0,0.0,47245,33
papain_and_S8B_3165_3,papain,S8B_3165,0.199,2244,0.353,0.906,0.464,90.697,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.4057665,0.01556342968374018,0.10240445903237387,47245,33
papain_and_S8B_3165_4,papain,S8B_3165,0.193,2526,0.375,0.908,0.481,90.209,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,3.6377249,0.0,0.0,47245,33
papain_and_S8B_3165_5,papain,S8B_3165,0.586,5779,0.837,0.944,0.858,95.952,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.802624,0.0,0.0,47245,33
