,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,Distances,SASA,Change in SASA,MSA_depth_peptidase,MSA_depth_inhibitors
pepsin_and_S8B_1726_1,pepsin,S8B_1726,0.182,5316,0.51,0.923,0.593,91.19,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.44672,0.0,0.0,41918,489
pepsin_and_S8B_1726_2,pepsin,S8B_1726,0.162,3784,0.422,0.916,0.521,90.612,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.513243,0.0,0.0,41918,489
pepsin_and_S8B_1726_3,pepsin,S8B_1726,0.207,5740,0.534,0.927,0.613,91.397,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.7935734,0.6501712975327745,5.214720063625076,41918,489
pepsin_and_S8B_1726_4,pepsin,S8B_1726,0.263,6310,0.616,0.928,0.679,91.397,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.521027,0.6890565439331324,5.52660044861351,41918,489
pepsin_and_S8B_1726_5,pepsin,S8B_1726,0.195,5606,0.534,0.925,0.612,90.965,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.7827435,0.01488497839015715,0.11938545388319818,41918,489
pepsin_and_Pepsin_405_1,pepsin,Pepsin_405,0.2,3832,0.494,0.929,0.581,91.833,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.0198345,0.7725085320169508,6.195929836517091,41918,2
pepsin_and_Pepsin_405_2,pepsin,Pepsin_405,0.172,4225,0.492,0.927,0.579,91.791,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,10.812806,12.033497877183818,96.5150615751028,41918,2
pepsin_and_Pepsin_405_3,pepsin,Pepsin_405,0.176,3881,0.475,0.93,0.566,92.475,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,11.258687,6.92206120255038,55.51861728064148,41918,2
pepsin_and_Pepsin_405_4,pepsin,Pepsin_405,0.229,4253,0.536,0.934,0.616,92.423,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,6.932892,0.0,0.0,41918,2
pepsin_and_Pepsin_405_5,pepsin,Pepsin_405,0.222,4620,0.547,0.934,0.625,92.412,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.303048,0.0,0.0,41918,2
pepsin_and_Thermolysin_1713_1,pepsin,Thermolysin_1713,0.167,3974,0.48,0.924,0.569,91.224,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.893085,12.289391610739761,98.56746559784858,41918,16
pepsin_and_Thermolysin_1713_2,pepsin,Thermolysin_1713,0.142,3439,0.421,0.92,0.521,91.007,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.103938,12.764482807533788,102.37795001230181,41918,16
pepsin_and_Thermolysin_1713_3,pepsin,Thermolysin_1713,0.176,3617,0.441,0.926,0.538,91.929,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.288729,0.0,0.0,41918,16
pepsin_and_Thermolysin_1713_4,pepsin,Thermolysin_1713,0.201,3527,0.471,0.928,0.563,91.923,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.683677,0.022366587194273712,0.17939194092295246,41918,16
pepsin_and_Thermolysin_1713_5,pepsin,Thermolysin_1713,0.193,3324,0.448,0.925,0.544,91.316,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.24876,0.0,0.0,41918,16
pepsin_and_aspartic_peptide_inhibitor_2_1,pepsin,aspartic_peptide_inhibitor_2,0.214,3276,0.581,0.937,0.652,93.283,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.053693,5.66563865868913,45.44143935425995,41918,6
pepsin_and_aspartic_peptide_inhibitor_2_2,pepsin,aspartic_peptide_inhibitor_2,0.303,3497,0.663,0.939,0.718,94.392,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.475403,0.0,0.0,41918,6
pepsin_and_aspartic_peptide_inhibitor_2_3,pepsin,aspartic_peptide_inhibitor_2,0.204,3272,0.55,0.939,0.628,93.923,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.848542,1.563259783474475,12.53817599835158,41918,6
pepsin_and_aspartic_peptide_inhibitor_2_4,pepsin,aspartic_peptide_inhibitor_2,0.229,3297,0.574,0.94,0.647,93.705,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.8196483,0.0,0.0,41918,6
pepsin_and_aspartic_peptide_inhibitor_2_5,pepsin,aspartic_peptide_inhibitor_2,0.235,3309,0.588,0.938,0.658,93.582,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.6909075,4.908821569821869,39.37136324849109,41918,6
pepsin_and_S8B_2829_1,pepsin,S8B_2829,0.212,3331,0.542,0.936,0.621,93.502,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.581153,3.555757967513985,28.51907256588054,41918,2
pepsin_and_S8B_2829_2,pepsin,S8B_2829,0.192,3081,0.492,0.934,0.58,93.09,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.390521,0.15488934294590945,1.2422950188154431,41918,2
pepsin_and_S8B_2829_3,pepsin,S8B_2829,0.204,2959,0.488,0.937,0.578,93.663,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.327897,1.1967379234737188,9.59847548503143,41918,2
pepsin_and_S8B_2829_4,pepsin,S8B_2829,0.18,3032,0.467,0.935,0.561,92.882,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,9.609548,11.796877609470055,94.61724101275308,41918,2
pepsin_and_S8B_2829_5,pepsin,S8B_2829,0.227,3421,0.538,0.937,0.617,93.463,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.561382,3.984153828100718,31.955035515726,41918,2
pepsin_and_S8B_517_1,pepsin,S8B_517,0.186,3638,0.478,0.93,0.569,92.0,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.254228,0.0,0.0,41918,4
pepsin_and_S8B_517_2,pepsin,S8B_517,0.204,3248,0.467,0.928,0.559,92.076,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.992459,0.0,0.0,41918,4
pepsin_and_S8B_517_3,pepsin,S8B_517,0.229,4120,0.55,0.935,0.627,93.132,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.6659555,0.0,0.0,41918,4
pepsin_and_S8B_517_4,pepsin,S8B_517,0.244,4560,0.573,0.938,0.646,92.946,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.6245503,0.0,0.0,41918,4
pepsin_and_S8B_517_5,pepsin,S8B_517,0.189,2997,0.441,0.929,0.539,91.705,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,6.274784,2.349862727883963,18.84715052842447,41918,4
pepsin_and_aspartic_peptide_inhibitor_5_1,pepsin,aspartic_peptide_inhibitor_5,0.2,3648,0.553,0.935,0.629,93.164,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.3631067,4.491300269237276,36.02262006125502,41918,5
pepsin_and_aspartic_peptide_inhibitor_5_2,pepsin,aspartic_peptide_inhibitor_5,0.158,2723,0.451,0.93,0.547,92.756,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.0315,12.17250810228365,97.62999761215633,41918,5
pepsin_and_aspartic_peptide_inhibitor_5_3,pepsin,aspartic_peptide_inhibitor_5,0.182,3015,0.487,0.935,0.577,93.253,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.536722,0.5785208097436847,4.640044993131895,41918,5
pepsin_and_aspartic_peptide_inhibitor_5_4,pepsin,aspartic_peptide_inhibitor_5,0.202,2970,0.49,0.936,0.579,92.866,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.2135234,0.0,0.0,41918,5
pepsin_and_aspartic_peptide_inhibitor_5_5,pepsin,aspartic_peptide_inhibitor_5,0.266,3722,0.59,0.938,0.66,93.466,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.9908843,0.08274958955290236,0.6636957776139105,41918,5
pepsin_and_S8B_3165_1,pepsin,S8B_3165,0.177,5066,0.536,0.926,0.614,91.279,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,9.752015,8.431315185248021,67.62363799525201,41918,33
pepsin_and_S8B_3165_2,pepsin,S8B_3165,0.143,4288,0.455,0.918,0.547,90.972,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,11.228913,12.457938880434195,99.91930446289858,41918,33
pepsin_and_S8B_3165_3,pepsin,S8B_3165,0.175,4227,0.477,0.926,0.567,92.306,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,15.660682,12.629773221343724,101.29750738966735,41918,33
pepsin_and_S8B_3165_4,pepsin,S8B_3165,0.253,5627,0.596,0.933,0.663,92.009,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,9.517163,5.197922220274885,41.6901044295387,41918,33
pepsin_and_S8B_3165_5,pepsin,S8B_3165,0.177,4399,0.495,0.926,0.581,91.374,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.978199,10.173317652935362,81.59542551279564,41918,33
pepsin_and_M36_232_1,pepsin,M36_232,0.187,3525,0.507,0.934,0.592,92.928,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.235921,3.0381438569865145,24.367531737139192,41918,7
pepsin_and_M36_232_2,pepsin,M36_232,0.179,3183,0.477,0.929,0.568,92.479,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.1603656,0.0,0.0,41918,7
pepsin_and_M36_232_3,pepsin,M36_232,0.188,3279,0.493,0.935,0.582,93.249,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,9.629354,9.199696895485404,73.7864685233029,41918,7
pepsin_and_M36_232_4,pepsin,M36_232,0.193,3446,0.487,0.935,0.577,92.713,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.640551,1.9560510456570017,15.688571107290677,41918,7
pepsin_and_M36_232_5,pepsin,M36_232,0.205,3399,0.519,0.933,0.602,92.679,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.935687,1.8572309862904621,14.895981603227963,41918,7
pepsin_and_Pepsin_2001_1,pepsin,Pepsin_2001,0.191,4081,0.534,0.933,0.614,92.464,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.9993954,0.25973247909557734,2.0831928063488716,41918,3
pepsin_and_Pepsin_2001_2,pepsin,Pepsin_2001,0.177,3255,0.46,0.926,0.553,91.772,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.0356865,0.0,0.0,41918,3
pepsin_and_Pepsin_2001_3,pepsin,Pepsin_2001,0.486,7405,0.798,0.948,0.828,95.806,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.226632,0.0,0.0,41918,3
pepsin_and_Pepsin_2001_4,pepsin,Pepsin_2001,0.543,7622,0.835,0.949,0.858,95.834,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.1463857,0.0,0.0,41918,3
pepsin_and_Pepsin_2001_5,pepsin,Pepsin_2001,0.524,7517,0.814,0.948,0.841,95.639,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.15043,0.0,0.0,41918,3
pepsin_and_M36_109_1,pepsin,M36_109,0.186,3525,0.509,0.933,0.594,92.454,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.7386723,5.056077883670404,40.55243730887395,41918,6
pepsin_and_M36_109_2,pepsin,M36_109,0.297,4814,0.658,0.94,0.715,94.481,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.201337,0.0,0.0,41918,6
pepsin_and_M36_109_3,pepsin,M36_109,0.186,3385,0.486,0.935,0.576,92.996,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,8.37893,11.085436662368283,88.91110572961406,41918,6
pepsin_and_M36_109_4,pepsin,M36_109,0.185,3340,0.491,0.935,0.58,92.49,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.035025,0.0,0.0,41918,6
pepsin_and_M36_109_5,pepsin,M36_109,0.204,2940,0.485,0.933,0.574,92.682,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.074527,1.0356996656254323,8.306862894012129,41918,6
pepsin_and_Thermolysin_350_1,pepsin,Thermolysin_350,0.188,4042,0.529,0.932,0.61,92.765,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.5945845,1.6436145033617306,13.182663645827164,41918,5
pepsin_and_Thermolysin_350_2,pepsin,Thermolysin_350,0.181,3986,0.505,0.931,0.59,92.508,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,10.39255,12.73867527971468,102.17095989504877,41918,5
pepsin_and_Thermolysin_350_3,pepsin,Thermolysin_350,0.175,4220,0.519,0.936,0.602,93.277,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,10.546032,12.284929569493386,98.53167765073296,41918,5
pepsin_and_Thermolysin_350_4,pepsin,Thermolysin_350,0.18,4209,0.515,0.935,0.599,92.738,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,9.211404,0.06985964913000453,0.5603115907122597,41918,5
pepsin_and_Thermolysin_350_5,pepsin,Thermolysin_350,0.15,3670,0.473,0.931,0.564,92.459,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,12.182557,12.158321990746266,97.51621744262324,41918,5
pepsin_and_Pepsin_2375_1,pepsin,Pepsin_2375,0.208,4563,0.535,0.932,0.615,92.338,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.7156115,0.0,0.0,41918,4
pepsin_and_Pepsin_2375_2,pepsin,Pepsin_2375,0.155,3672,0.462,0.924,0.555,91.736,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,13.016289,12.7587193418953,102.3317239484705,41918,4
pepsin_and_Pepsin_2375_3,pepsin,Pepsin_2375,0.181,4086,0.49,0.931,0.578,92.807,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,11.60623,4.784454679314499,38.37387455337263,41918,4
pepsin_and_Pepsin_2375_4,pepsin,Pepsin_2375,0.176,3966,0.485,0.93,0.574,92.365,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,10.065022,12.705208864945906,101.90254142561683,41918,4
pepsin_and_Pepsin_2375_5,pepsin,Pepsin_2375,0.151,3497,0.449,0.926,0.545,91.629,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.748142,0.0,0.0,41918,4
pepsin_and_Pepsin_1546_1,pepsin,Pepsin_1546,0.218,3589,0.586,0.938,0.657,93.65,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.794233,1.333536884975178,10.695676010388018,41918,7
pepsin_and_Pepsin_1546_2,pepsin,Pepsin_1546,0.199,3319,0.533,0.933,0.613,93.214,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,8.4648905,3.274973236844657,26.267029490252302,41918,7
pepsin_and_Pepsin_1546_3,pepsin,Pepsin_1546,0.232,3615,0.599,0.942,0.668,94.216,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.7156415,0.0,0.0,41918,7
pepsin_and_Pepsin_1546_4,pepsin,Pepsin_1546,0.222,3533,0.576,0.94,0.649,93.632,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.07516,0.0,0.0,41918,7
pepsin_and_Pepsin_1546_5,pepsin,Pepsin_1546,0.217,3391,0.557,0.939,0.633,93.706,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.9203176,0.0,0.0,41918,7
pepsin_and_Trypsin_4530_1,pepsin,Trypsin_4530,0.174,4690,0.5,0.928,0.586,91.37,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,4.9338517,0.0,0.0,41918,14
pepsin_and_Trypsin_4530_2,pepsin,Trypsin_4530,0.175,4434,0.485,0.926,0.573,91.222,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,5.9881964,0.0,0.0,41918,14
pepsin_and_Trypsin_4530_3,pepsin,Trypsin_4530,0.184,4743,0.497,0.929,0.583,91.938,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,6.155874,0.12700176440147967,1.0186217869865228,41918,14
pepsin_and_Trypsin_4530_4,pepsin,Trypsin_4530,0.214,4103,0.49,0.931,0.578,92.158,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.1354704,0.0,0.0,41918,14
pepsin_and_Trypsin_4530_5,pepsin,Trypsin_4530,0.195,4337,0.498,0.928,0.584,91.533,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,5.826082,0.0,0.0,41918,14
pepsin_and_M36_468_1,pepsin,M36_468,0.17,4924,0.484,0.924,0.572,91.032,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,6.207728,0.0,0.0,41918,7
pepsin_and_M36_468_2,pepsin,M36_468,0.184,4261,0.464,0.922,0.556,90.864,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,6.59267,0.07014203433765986,0.562576470465671,41918,7
pepsin_and_M36_468_3,pepsin,M36_468,0.164,4122,0.442,0.924,0.539,91.175,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,5.903604,3.40837153329261,27.336954870810153,41918,7
pepsin_and_M36_468_4,pepsin,M36_468,0.19,4621,0.474,0.926,0.564,90.949,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.4222054,0.0,0.0,41918,7
pepsin_and_M36_468_5,pepsin,M36_468,0.194,4385,0.473,0.923,0.563,90.627,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.045021,0.6330265504705626,5.077210061521996,41918,7
pepsin_and_Thermolysin_2311_1,pepsin,Thermolysin_2311,0.267,5638,0.628,0.931,0.689,92.77,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.421857,1.8200135846509198,14.597478221454283,41918,88
pepsin_and_Thermolysin_2311_2,pepsin,Thermolysin_2311,0.147,3879,0.471,0.92,0.561,91.225,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.617931,12.851472285352937,103.07565195182016,41918,88
pepsin_and_Thermolysin_2311_3,pepsin,Thermolysin_2311,0.159,4150,0.475,0.924,0.565,92.158,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,12.430687,12.491701234912844,100.19009652641036,41918,88
pepsin_and_Thermolysin_2311_4,pepsin,Thermolysin_2311,0.147,3629,0.44,0.918,0.535,90.871,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,12.936046,2.2975217171403384,18.427347747355938,41918,88
pepsin_and_Thermolysin_2311_5,pepsin,Thermolysin_2311,0.322,6793,0.691,0.935,0.74,93.503,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,7.7459,0.0,0.0,41918,88
pepsin_and_Pepsin_2081_1,pepsin,Pepsin_2081,0.129,4088,0.475,0.924,0.565,91.901,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,12.756411,12.647632359062522,101.44074718529453,41918,84
pepsin_and_Pepsin_2081_2,pepsin,Pepsin_2081,0.138,3203,0.438,0.919,0.535,91.263,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.491857,0.30080694989808976,2.412631936943293,41918,84
pepsin_and_Pepsin_2081_3,pepsin,Pepsin_2081,0.178,4829,0.537,0.929,0.616,92.591,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,11.316687,12.446568305967071,99.82810640012087,41918,84
pepsin_and_Pepsin_2081_4,pepsin,Pepsin_2081,0.147,3041,0.403,0.92,0.506,90.818,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,11.707506,12.655731842591948,101.5057093566887,41918,84
pepsin_and_Pepsin_2081_5,pepsin,Pepsin_2081,0.15,3124,0.438,0.923,0.535,91.606,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,10.567257,0.8708452799344288,6.984642925364364,41918,84
pepsin_and_saccharopepsin_inh_1,pepsin,saccharopepsin_inh,0.016,22,0.247,0.824,0.362,79.978,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,15.936666,12.197950224540389,97.83405698219754,41918,42
pepsin_and_saccharopepsin_inh_2,pepsin,saccharopepsin_inh,0.024,1356,0.277,0.83,0.387,80.995,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,12.336417,0.4720738108581152,3.786283372298004,41918,42
pepsin_and_saccharopepsin_inh_3,pepsin,saccharopepsin_inh,0.105,5017,0.338,0.842,0.439,82.955,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,14.10286,12.256538928026584,98.30396958635374,41918,42
pepsin_and_saccharopepsin_inh_4,pepsin,saccharopepsin_inh,0.094,4652,0.332,0.834,0.432,81.062,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,10.210849,3.0293303638555913,24.296842828485655,41918,42
pepsin_and_saccharopepsin_inh_5,pepsin,saccharopepsin_inh,0.033,1552,0.277,0.829,0.387,80.349,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,12.958091,12.809966191413594,102.74275097380168,41918,42
pepsin_and_M36_363_1,pepsin,M36_363,0.201,3708,0.557,0.935,0.633,93.235,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,8.161896,3.432188376243035,27.527978635250523,41918,10
pepsin_and_M36_363_2,pepsin,M36_363,0.192,3836,0.531,0.932,0.611,92.925,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,9.2903,0.5438913165291952,4.362298015152351,41918,10
pepsin_and_M36_363_3,pepsin,M36_363,0.161,3492,0.502,0.936,0.589,93.834,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,11.577787,12.300422025729285,98.65593540045946,41918,10
pepsin_and_M36_363_4,pepsin,M36_363,0.203,3923,0.554,0.938,0.631,93.162,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.43798,0.0,0.0,41918,10
pepsin_and_M36_363_5,pepsin,M36_363,0.157,3242,0.472,0.933,0.564,92.694,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,8.385265,2.9604058401047904,23.744031441328122,41918,10
pepsin_and_Pepsin_909_1,pepsin,Pepsin_909,0.167,5301,0.517,0.926,0.599,91.504,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,9.316325,5.082557565389754,40.764818458371465,41918,6
pepsin_and_Pepsin_909_2,pepsin,Pepsin_909,0.138,3480,0.425,0.919,0.524,90.877,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,12.474129,12.888445346103573,103.37219558953781,41918,6
pepsin_and_Pepsin_909_3,pepsin,Pepsin_909,0.168,4180,0.452,0.926,0.547,92.214,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,11.154965,12.457988212643903,99.91970013349297,41918,6
pepsin_and_Pepsin_909_4,pepsin,Pepsin_909,0.166,4948,0.514,0.929,0.597,91.922,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,8.822974,5.030372576488995,40.34626705557423,41918,6
pepsin_and_Pepsin_909_5,pepsin,Pepsin_909,0.154,3763,0.434,0.924,0.532,91.109,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,9.594143,2.3293362571062,18.682517301140518,41918,6
pepsin_and_h-256_peptide_1,pepsin,h-256_peptide,0.227,2335,0.583,0.942,0.655,94.765,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,7.442641,0.05255178854774025,0.42149333131007577,41918,2
pepsin_and_h-256_peptide_2,pepsin,h-256_peptide,0.311,2543,0.686,0.94,0.737,95.296,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,7.109809,0.0,0.0,41918,2
pepsin_and_h-256_peptide_3,pepsin,h-256_peptide,0.247,2322,0.586,0.943,0.658,94.933,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,7.9173484,0.09050225689583861,0.7258762984908455,41918,2
pepsin_and_h-256_peptide_4,pepsin,h-256_peptide,0.348,2714,0.727,0.946,0.771,95.913,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,7.07051,0.0,0.0,41918,2
